;Unnamed: 0;frequenc;isced11;sex;age;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG;frequenc_simplified
56607;56607;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Portugal;2014;46.6;;Non-drinkers
56608;56608;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Portugal;2019;50.4;;Non-drinkers
56609;56609;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Romania;2014;60.4;;Non-drinkers
56610;56610;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Romania;2019;58.4;;Non-drinkers
56611;56611;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Serbia;2019;58.2;u;Non-drinkers
56612;56612;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Sweden;2014;21.3;;Non-drinkers
56613;56613;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Sweden;2019;29.9;;Non-drinkers
56614;56614;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Slovenia;2014;32.5;;Non-drinkers
56615;56615;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Slovenia;2019;32.1;;Non-drinkers
56616;56616;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Slovakia;2014;62.1;;Non-drinkers
56617;56617;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Slovakia;2019;61.8;;Non-drinkers
56618;56618;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Türkiye;2014;93.9;;Non-drinkers
56619;56619;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;Türkiye;2019;95.6;;Non-drinkers
56620;56620;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 15 to 24 years;United Kingdom;2014;27.5;;Non-drinkers
57022;57022;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Austria;2014;28.6;;Non-drinkers
57023;57023;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Austria;2019;52.5;;Non-drinkers
57024;57024;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Belgium;2014;56.3;u;Non-drinkers
57025;57025;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Belgium;2019;30.1;u;Non-drinkers
57026;57026;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Bulgaria;2014;50.8;;Non-drinkers
57027;57027;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Bulgaria;2019;59.3;;Non-drinkers
57028;57028;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Cyprus;2014;80.6;u;Non-drinkers
57029;57029;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Cyprus;2019;61.1;u;Non-drinkers
57031;57031;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Czechia;2019;15.2;u;Non-drinkers
57032;57032;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Germany;2014;23.3;;Non-drinkers
57033;57033;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Germany;2019;26.6;u;Non-drinkers
57036;57036;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Estonia;2014;5.2;;Non-drinkers
57037;57037;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Estonia;2019;7.0;u;Non-drinkers
57038;57038;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Greece;2014;22.7;;Non-drinkers
57039;57039;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Greece;2019;28.5;u;Non-drinkers
57040;57040;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Spain;2014;37.2;;Non-drinkers
57041;57041;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Spain;2019;37.4;;Non-drinkers
57046;57046;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;France;2019;36.1;;Non-drinkers
57049;57049;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Hungary;2014;44.6;;Non-drinkers
57050;57050;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Hungary;2019;29.3;u;Non-drinkers
57051;57051;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Ireland;2014;14.0;u;Non-drinkers
57052;57052;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Ireland;2019;16.1;u;Non-drinkers
57053;57053;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Iceland;2014;5.9;;Non-drinkers
57054;57054;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Iceland;2019;13.2;u;Non-drinkers
57059;57059;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Luxembourg;2014;30.8;u;Non-drinkers
57061;57061;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Latvia;2014;8.6;u;Non-drinkers
57062;57062;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Latvia;2019;9.1;u;Non-drinkers
57063;57063;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Malta;2014;10.0;;Non-drinkers
57064;57064;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Malta;2019;25.4;;Non-drinkers
57065;57065;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Netherlands;2019;16.3;;Non-drinkers
57066;57066;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Norway;2014;0.0;;Non-drinkers
57067;57067;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Norway;2019;22.0;;Non-drinkers
57068;57068;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Poland;2014;23.9;;Non-drinkers
57069;57069;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Poland;2019;5.8;u;Non-drinkers
57070;57070;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Portugal;2014;40.8;;Non-drinkers
57071;57071;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Portugal;2019;32.3;;Non-drinkers
57072;57072;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Romania;2014;21.2;;Non-drinkers
57073;57073;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Romania;2019;23.3;;Non-drinkers
57074;57074;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Serbia;2019;69.0;u;Non-drinkers
57075;57075;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Sweden;2014;38.8;u;Non-drinkers
57076;57076;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Sweden;2019;33.4;u;Non-drinkers
57079;57079;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Slovakia;2014;21.5;u;Non-drinkers
57080;57080;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Slovakia;2019;40.7;u;Non-drinkers
57081;57081;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Türkiye;2014;91.7;;Non-drinkers
57082;57082;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;Türkiye;2019;96.1;;Non-drinkers
57083;57083;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 25 to 34 years;United Kingdom;2014;27.8;;Non-drinkers
57115;57115;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Austria;2014;16.5;;Non-drinkers
57116;57116;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Austria;2019;42.0;;Non-drinkers
57117;57117;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Belgium;2014;50.6;u;Non-drinkers
57118;57118;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Belgium;2019;72.6;;Non-drinkers
57119;57119;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Bulgaria;2014;39.4;;Non-drinkers
57120;57120;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Bulgaria;2019;37.2;;Non-drinkers
57121;57121;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Cyprus;2014;81.8;;Non-drinkers
57122;57122;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Cyprus;2019;41.3;u;Non-drinkers
57123;57123;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Czechia;2014;3.7;u;Non-drinkers
57124;57124;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Czechia;2019;0.0;u;Non-drinkers
57125;57125;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Germany;2014;23.9;;Non-drinkers
57126;57126;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Germany;2019;13.1;u;Non-drinkers
57127;57127;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Denmark;2014;40.9;u;Non-drinkers
57128;57128;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Denmark;2019;50.0;u;Non-drinkers
57129;57129;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Estonia;2014;4.8;u;Non-drinkers
57130;57130;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Estonia;2019;3.0;u;Non-drinkers
57131;57131;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Greece;2014;32.3;;Non-drinkers
57132;57132;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Greece;2019;22.3;;Non-drinkers
57133;57133;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Spain;2014;28.6;;Non-drinkers
57134;57134;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Spain;2019;32.9;;Non-drinkers
57139;57139;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;France;2019;32.9;;Non-drinkers
57140;57140;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Croatia;2014;55.5;;Non-drinkers
57141;57141;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Croatia;2019;67.5;u;Non-drinkers
57142;57142;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Hungary;2014;49.0;;Non-drinkers
57143;57143;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Hungary;2019;54.4;u;Non-drinkers
57144;57144;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Ireland;2014;12.9;;Non-drinkers
57145;57145;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Ireland;2019;22.5;;Non-drinkers
57146;57146;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Iceland;2014;10.0;u;Non-drinkers
57147;57147;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Iceland;2019;6.0;u;Non-drinkers
57150;57150;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Lithuania;2014;7.4;u;Non-drinkers
57151;57151;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Lithuania;2019;8.5;u;Non-drinkers
57152;57152;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Luxembourg;2014;38.7;;Non-drinkers
57153;57153;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Luxembourg;2019;27.3;u;Non-drinkers
57154;57154;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Latvia;2014;8.8;u;Non-drinkers
57155;57155;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Latvia;2019;15.0;;Non-drinkers
57156;57156;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Malta;2014;18.8;;Non-drinkers
57157;57157;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Malta;2019;28.3;;Non-drinkers
57158;57158;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Netherlands;2019;34.2;;Non-drinkers
57159;57159;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Norway;2014;0.0;;Non-drinkers
57160;57160;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Norway;2019;22.0;;Non-drinkers
57161;57161;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Poland;2014;13.2;;Non-drinkers
57162;57162;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Poland;2019;2.2;;Non-drinkers
57163;57163;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Portugal;2014;34.4;;Non-drinkers
57164;57164;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Portugal;2019;29.9;;Non-drinkers
57165;57165;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Romania;2014;23.3;;Non-drinkers
57166;57166;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Romania;2019;25.5;;Non-drinkers
57167;57167;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Serbia;2019;62.8;;Non-drinkers
57168;57168;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Sweden;2014;33.2;;Non-drinkers
57169;57169;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Sweden;2019;44.7;u;Non-drinkers
57170;57170;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Slovenia;2014;37.1;u;Non-drinkers
57171;57171;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Slovenia;2019;42.3;u;Non-drinkers
57172;57172;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Slovakia;2014;30.9;u;Non-drinkers
57173;57173;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Slovakia;2019;41.8;u;Non-drinkers
57174;57174;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Türkiye;2014;92.9;;Non-drinkers
57175;57175;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;Türkiye;2019;95.1;;Non-drinkers
57176;57176;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 35 to 44 years;United Kingdom;2014;21.8;;Non-drinkers
57177;57177;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Austria;2014;18.9;;Non-drinkers
57178;57178;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Austria;2019;32.3;;Non-drinkers
57179;57179;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Belgium;2014;17.7;;Non-drinkers
57180;57180;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Belgium;2019;36.1;;Non-drinkers
57181;57181;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Bulgaria;2014;47.4;;Non-drinkers
57182;57182;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Bulgaria;2019;29.8;;Non-drinkers
57183;57183;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Cyprus;2014;77.5;;Non-drinkers
57184;57184;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Cyprus;2019;43.2;;Non-drinkers
57185;57185;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Czechia;2014;18.9;u;Non-drinkers
57186;57186;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Czechia;2019;4.4;u;Non-drinkers
57187;57187;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Germany;2014;18.1;;Non-drinkers
57188;57188;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Germany;2019;28.1;;Non-drinkers
57189;57189;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Denmark;2014;17.4;u;Non-drinkers
57190;57190;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Denmark;2019;30.0;u;Non-drinkers
57192;57192;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Estonia;2019;0.6;u;Non-drinkers
57193;57193;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Greece;2014;32.0;;Non-drinkers
57194;57194;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Greece;2019;15.7;;Non-drinkers
57195;57195;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Spain;2014;32.6;;Non-drinkers
57196;57196;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Spain;2019;32.2;;Non-drinkers
57200;57200;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Finland;2014;7.6;u;Non-drinkers
57201;57201;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;France;2019;27.8;;Non-drinkers
57202;57202;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Croatia;2014;44.9;;Non-drinkers
57203;57203;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Croatia;2019;49.6;;Non-drinkers
57204;57204;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Hungary;2014;37.4;;Non-drinkers
57205;57205;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Hungary;2019;46.9;;Non-drinkers
57206;57206;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Ireland;2014;17.9;;Non-drinkers
57207;57207;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Ireland;2019;16.7;;Non-drinkers
57208;57208;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Iceland;2014;11.0;;Non-drinkers
57209;57209;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Iceland;2019;4.8;;Non-drinkers
57214;57214;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Luxembourg;2014;28.5;;Non-drinkers
57215;57215;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Luxembourg;2019;32.6;;Non-drinkers
57218;57218;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Malta;2014;19.0;;Non-drinkers
57219;57219;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Malta;2019;31.7;;Non-drinkers
57220;57220;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Netherlands;2019;17.1;;Non-drinkers
57221;57221;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Norway;2014;0.0;;Non-drinkers
57222;57222;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Norway;2019;23.9;;Non-drinkers
57223;57223;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Poland;2014;17.7;;Non-drinkers
57224;57224;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Poland;2019;19.9;;Non-drinkers
57225;57225;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Portugal;2014;30.9;;Non-drinkers
57226;57226;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Portugal;2019;33.1;;Non-drinkers
57227;57227;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Romania;2014;28.3;;Non-drinkers
57228;57228;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Romania;2019;21.7;;Non-drinkers
57229;57229;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Serbia;2019;62.1;u;Non-drinkers
57230;57230;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Sweden;2014;21.8;;Non-drinkers
57231;57231;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Sweden;2019;33.9;;Non-drinkers
57232;57232;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Slovenia;2014;36.5;;Non-drinkers
57233;57233;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Slovenia;2019;38.8;;Non-drinkers
57234;57234;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Slovakia;2014;22.5;u;Non-drinkers
57235;57235;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Slovakia;2019;15.2;u;Non-drinkers
57236;57236;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Türkiye;2014;92.9;;Non-drinkers
57237;57237;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;Türkiye;2019;96.3;;Non-drinkers
57238;57238;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 45 to 54 years;United Kingdom;2014;11.1;;Non-drinkers
57301;57301;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Austria;2014;19.7;;Non-drinkers
57302;57302;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Austria;2019;22.0;;Non-drinkers
57303;57303;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Belgium;2014;18.1;u;Non-drinkers
57304;57304;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Belgium;2019;26.2;;Non-drinkers
57305;57305;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Bulgaria;2014;50.9;;Non-drinkers
57306;57306;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Bulgaria;2019;38.4;;Non-drinkers
57307;57307;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Cyprus;2014;75.3;;Non-drinkers
57308;57308;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Cyprus;2019;40.4;;Non-drinkers
57309;57309;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Czechia;2014;3.2;;Non-drinkers
57310;57310;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Czechia;2019;4.4;;Non-drinkers
57311;57311;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Germany;2014;14.4;;Non-drinkers
57312;57312;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Germany;2019;20.3;;Non-drinkers
57313;57313;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Denmark;2014;15.1;;Non-drinkers
57314;57314;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Denmark;2019;11.5;;Non-drinkers
57315;57315;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Estonia;2014;14.1;;Non-drinkers
57316;57316;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Estonia;2019;2.6;u;Non-drinkers
57317;57317;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Greece;2014;35.4;;Non-drinkers
57318;57318;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Greece;2019;25.0;;Non-drinkers
57319;57319;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Spain;2014;32.1;;Non-drinkers
57320;57320;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Spain;2019;33.5;;Non-drinkers
57324;57324;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Finland;2014;12.9;;Non-drinkers
57325;57325;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;France;2019;23.9;;Non-drinkers
57326;57326;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Croatia;2014;54.7;;Non-drinkers
57327;57327;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Croatia;2019;46.8;;Non-drinkers
57328;57328;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Hungary;2014;46.2;;Non-drinkers
57329;57329;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Hungary;2019;43.0;;Non-drinkers
57330;57330;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Ireland;2014;19.5;;Non-drinkers
57331;57331;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Ireland;2019;25.1;;Non-drinkers
57332;57332;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Iceland;2014;9.8;;Non-drinkers
57333;57333;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Iceland;2019;4.4;;Non-drinkers
57336;57336;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Lithuania;2014;12.5;u;Non-drinkers
57338;57338;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Luxembourg;2014;25.3;;Non-drinkers
57339;57339;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Luxembourg;2019;24.3;;Non-drinkers
57340;57340;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Latvia;2014;12.0;;Non-drinkers
57341;57341;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Latvia;2019;0.0;u;Non-drinkers
57342;57342;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Malta;2014;26.1;;Non-drinkers
57343;57343;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Malta;2019;37.9;;Non-drinkers
57344;57344;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Netherlands;2019;20.7;;Non-drinkers
57345;57345;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Norway;2014;0.0;;Non-drinkers
57346;57346;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Norway;2019;16.4;;Non-drinkers
57347;57347;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Poland;2014;17.6;;Non-drinkers
57348;57348;Never;Less than primary, primary and lower secondary education (levels 0-2);Females;From 55 to 64 years;Poland;2019;14.8;;Non-drinkers
