;age;geo;sex;isced11;Frequent drinkers;Non-drinkers;Occasional drinkers;clusters
1068;From 35 to 44 years;Croatia;Males;Less than primary, primary and lower secondary education (levels 0-2);35.3;30.6;34.1;2
1069;From 35 to 44 years;Croatia;Males;Tertiary education (levels 5-8);43.9;27.0;29.2;2
1070;From 35 to 44 years;Croatia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);38.2;28.8;32.9;2
1074;From 35 to 44 years;Cyprus;Females;Less than primary, primary and lower secondary education (levels 0-2);1.8;84.6;13.600000000000001;1
1075;From 35 to 44 years;Cyprus;Females;Tertiary education (levels 5-8);12.1;47.2;40.6;1
1076;From 35 to 44 years;Cyprus;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);7.6;65.3;27.2;1
1080;From 35 to 44 years;Cyprus;Males;Less than primary, primary and lower secondary education (levels 0-2);35.6;34.4;30.0;2
1081;From 35 to 44 years;Cyprus;Males;Tertiary education (levels 5-8);37.199999999999996;15.1;47.699999999999996;0
1082;From 35 to 44 years;Cyprus;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);33.6;21.6;44.7;0
1086;From 35 to 44 years;Czechia;Females;Less than primary, primary and lower secondary education (levels 0-2);27.4;21.2;51.4;0
1087;From 35 to 44 years;Czechia;Females;Tertiary education (levels 5-8);41.5;10.1;48.400000000000006;2
1088;From 35 to 44 years;Czechia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);30.400000000000002;14.9;54.7;0
1092;From 35 to 44 years;Czechia;Males;Less than primary, primary and lower secondary education (levels 0-2);65.6;3.2;31.2;2
1093;From 35 to 44 years;Czechia;Males;Tertiary education (levels 5-8);61.4;7.0;31.700000000000003;2
1094;From 35 to 44 years;Czechia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);62.7;4.1;33.2;2
1098;From 35 to 44 years;Denmark;Females;Less than primary, primary and lower secondary education (levels 0-2);22.7;45.5;31.799999999999997;1
1099;From 35 to 44 years;Denmark;Females;Tertiary education (levels 5-8);37.699999999999996;8.4;54.0;0
1100;From 35 to 44 years;Denmark;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);28.8;12.1;59.1;0
1104;From 35 to 44 years;Denmark;Males;Less than primary, primary and lower secondary education (levels 0-2);42.1;7.9;50.0;2
1105;From 35 to 44 years;Denmark;Males;Tertiary education (levels 5-8);58.400000000000006;2.7;38.8;2
1106;From 35 to 44 years;Denmark;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);54.3;3.1;42.7;2
1110;From 35 to 44 years;Estonia;Females;Less than primary, primary and lower secondary education (levels 0-2);20.7;17.5;61.8;0
1111;From 35 to 44 years;Estonia;Females;Tertiary education (levels 5-8);15.6;10.3;74.1;0
1112;From 35 to 44 years;Estonia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);15.4;10.6;74.0;0
1116;From 35 to 44 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);38.8;18.6;42.5;2
1117;From 35 to 44 years;Estonia;Males;Tertiary education (levels 5-8);46.800000000000004;6.8;46.400000000000006;2
1118;From 35 to 44 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.099999999999994;8.0;52.9;0
1123;From 35 to 44 years;Finland;Females;Tertiary education (levels 5-8);34.6;4.9;60.5;0
1124;From 35 to 44 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);32.6;12.1;55.3;0
1126;From 35 to 44 years;Finland;Males;Tertiary education (levels 5-8);60.0;6.3;33.7;2
1127;From 35 to 44 years;Finland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.0;15.7;31.3;2
1134;From 35 to 44 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);22.5;30.4;47.2;0
1135;From 35 to 44 years;Germany;Females;Tertiary education (levels 5-8);41.3;13.3;45.400000000000006;2
1136;From 35 to 44 years;Germany;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);34.2;13.1;52.7;0
1140;From 35 to 44 years;Germany;Males;Less than primary, primary and lower secondary education (levels 0-2);43.7;22.9;33.4;2
1141;From 35 to 44 years;Germany;Males;Tertiary education (levels 5-8);62.9;4.9;32.2;2
1142;From 35 to 44 years;Germany;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.4;9.2;37.4;2
1146;From 35 to 44 years;Greece;Females;Less than primary, primary and lower secondary education (levels 0-2);13.6;41.2;45.2;1
1147;From 35 to 44 years;Greece;Females;Tertiary education (levels 5-8);29.1;19.7;51.099999999999994;0
1148;From 35 to 44 years;Greece;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);21.9;31.5;46.7;0
1152;From 35 to 44 years;Greece;Males;Less than primary, primary and lower secondary education (levels 0-2);40.8;25.9;33.2;2
1153;From 35 to 44 years;Greece;Males;Tertiary education (levels 5-8);42.699999999999996;18.4;38.9;2
1154;From 35 to 44 years;Greece;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);43.900000000000006;15.7;40.4;2
1158;From 35 to 44 years;Hungary;Females;Less than primary, primary and lower secondary education (levels 0-2);3.2;56.0;40.8;1
1159;From 35 to 44 years;Hungary;Females;Tertiary education (levels 5-8);14.0;24.3;61.800000000000004;0
1160;From 35 to 44 years;Hungary;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.3;39.5;54.199999999999996;0
1164;From 35 to 44 years;Hungary;Males;Less than primary, primary and lower secondary education (levels 0-2);34.3;13.8;51.8;0
1165;From 35 to 44 years;Hungary;Males;Tertiary education (levels 5-8);31.2;15.2;53.6;0
1166;From 35 to 44 years;Hungary;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);33.9;21.2;44.9;0
1170;From 35 to 44 years;Iceland;Females;Less than primary, primary and lower secondary education (levels 0-2);9.0;20.4;70.6;0
1171;From 35 to 44 years;Iceland;Females;Tertiary education (levels 5-8);18.900000000000002;7.1;74.0;0
1172;From 35 to 44 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);8.4;12.0;79.6;0
1176;From 35 to 44 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);13.2;17.0;69.7;0
1177;From 35 to 44 years;Iceland;Males;Tertiary education (levels 5-8);33.1;12.0;54.9;0
1178;From 35 to 44 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);21.8;11.3;66.9;0
1182;From 35 to 44 years;Ireland;Females;Less than primary, primary and lower secondary education (levels 0-2);34.2;22.9;43.0;0
1183;From 35 to 44 years;Ireland;Females;Tertiary education (levels 5-8);44.3;10.5;45.2;2
1184;From 35 to 44 years;Ireland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);37.0;14.0;49.0;0
1188;From 35 to 44 years;Ireland;Males;Less than primary, primary and lower secondary education (levels 0-2);45.3;16.4;38.4;2
1189;From 35 to 44 years;Ireland;Males;Tertiary education (levels 5-8);53.9;7.3;38.8;2
1190;From 35 to 44 years;Ireland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);48.300000000000004;9.7;41.9;2
1194;From 35 to 44 years;Latvia;Females;Less than primary, primary and lower secondary education (levels 0-2);4.7;19.6;75.7;0
1195;From 35 to 44 years;Latvia;Females;Tertiary education (levels 5-8);17.6;10.9;71.5;0
1196;From 35 to 44 years;Latvia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);12.8;12.3;74.9;0
1200;From 35 to 44 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);28.900000000000002;18.1;53.0;0
1201;From 35 to 44 years;Latvia;Males;Tertiary education (levels 5-8);28.799999999999997;9.3;61.9;0
1202;From 35 to 44 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);29.799999999999997;11.8;58.3;0
1206;From 35 to 44 years;Lithuania;Females;Less than primary, primary and lower secondary education (levels 0-2);14.8;22.2;63.1;0
1207;From 35 to 44 years;Lithuania;Females;Tertiary education (levels 5-8);12.1;14.0;73.8;0
1208;From 35 to 44 years;Lithuania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.3;13.5;81.1;0
1212;From 35 to 44 years;Lithuania;Males;Less than primary, primary and lower secondary education (levels 0-2);39.4;8.4;52.3;0
1213;From 35 to 44 years;Lithuania;Males;Tertiary education (levels 5-8);25.4;9.2;65.3;0
1214;From 35 to 44 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);33.6;8.0;58.4;0
1218;From 35 to 44 years;Luxembourg;Females;Less than primary, primary and lower secondary education (levels 0-2);19.7;44.2;36.1;1
1219;From 35 to 44 years;Luxembourg;Females;Tertiary education (levels 5-8);48.3;15.0;36.6;2
1220;From 35 to 44 years;Luxembourg;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);40.7;23.7;35.7;2
1224;From 35 to 44 years;Luxembourg;Males;Less than primary, primary and lower secondary education (levels 0-2);55.0;14.1;30.9;2
1225;From 35 to 44 years;Luxembourg;Males;Tertiary education (levels 5-8);67.2;3.9;28.8;2
1226;From 35 to 44 years;Luxembourg;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);56.6;8.5;34.8;2
1230;From 35 to 44 years;Malta;Females;Less than primary, primary and lower secondary education (levels 0-2);16.7;32.2;51.099999999999994;0
1231;From 35 to 44 years;Malta;Females;Tertiary education (levels 5-8);31.7;22.6;45.7;0
1232;From 35 to 44 years;Malta;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);32.4;28.5;39.0;0
1236;From 35 to 44 years;Malta;Males;Less than primary, primary and lower secondary education (levels 0-2);39.4;17.6;43.0;2
1237;From 35 to 44 years;Malta;Males;Tertiary education (levels 5-8);51.8;8.5;39.8;2
1238;From 35 to 44 years;Malta;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);54.5;6.9;38.5;2
1248;From 35 to 44 years;Norway;Females;Less than primary, primary and lower secondary education (levels 0-2);12.0;34.0;54.1;0
1249;From 35 to 44 years;Norway;Females;Tertiary education (levels 5-8);31.599999999999998;13.1;55.3;0
1250;From 35 to 44 years;Norway;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);20.0;20.0;60.0;0
1254;From 35 to 44 years;Norway;Males;Less than primary, primary and lower secondary education (levels 0-2);18.599999999999998;23.5;58.0;0
1255;From 35 to 44 years;Norway;Males;Tertiary education (levels 5-8);47.4;10.7;41.9;2
1256;From 35 to 44 years;Norway;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);31.4;8.7;59.9;0
1260;From 35 to 44 years;Poland;Females;Less than primary, primary and lower secondary education (levels 0-2);9.6;35.3;55.0;0
1261;From 35 to 44 years;Poland;Females;Tertiary education (levels 5-8);18.8;15.3;65.8;0
1262;From 35 to 44 years;Poland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);7.9;26.8;65.2;0
1266;From 35 to 44 years;Poland;Males;Less than primary, primary and lower secondary education (levels 0-2);37.1;14.1;48.8;0
1267;From 35 to 44 years;Poland;Males;Tertiary education (levels 5-8);42.0;9.7;48.3;2
1268;From 35 to 44 years;Poland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);33.1;8.7;58.1;0
1272;From 35 to 44 years;Portugal;Females;Less than primary, primary and lower secondary education (levels 0-2);23.4;46.0;30.5;1
1273;From 35 to 44 years;Portugal;Females;Tertiary education (levels 5-8);24.8;32.4;42.9;0
1274;From 35 to 44 years;Portugal;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);21.0;31.9;47.2;0
1278;From 35 to 44 years;Portugal;Males;Less than primary, primary and lower secondary education (levels 0-2);71.0;11.7;17.4;2
1279;From 35 to 44 years;Portugal;Males;Tertiary education (levels 5-8);58.3;12.4;29.200000000000003;2
1280;From 35 to 44 years;Portugal;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);69.4;7.9;22.700000000000003;2
1284;From 35 to 44 years;Romania;Females;Less than primary, primary and lower secondary education (levels 0-2);11.9;43.2;44.900000000000006;1
1285;From 35 to 44 years;Romania;Females;Tertiary education (levels 5-8);6.2;39.8;54.0;0
1286;From 35 to 44 years;Romania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.4;49.6;43.9;1
1290;From 35 to 44 years;Romania;Males;Less than primary, primary and lower secondary education (levels 0-2);51.7;15.0;33.4;2
1291;From 35 to 44 years;Romania;Males;Tertiary education (levels 5-8);26.400000000000002;19.9;53.599999999999994;0
1292;From 35 to 44 years;Romania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.8;15.8;44.4;2
1302;From 35 to 44 years;Slovakia;Females;Less than primary, primary and lower secondary education (levels 0-2);16.7;35.8;47.5;0
1303;From 35 to 44 years;Slovakia;Females;Tertiary education (levels 5-8);16.6;21.4;62.1;0
1304;From 35 to 44 years;Slovakia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.6;28.0;62.400000000000006;0
1308;From 35 to 44 years;Slovakia;Males;Less than primary, primary and lower secondary education (levels 0-2);29.2;41.0;29.8;1
1309;From 35 to 44 years;Slovakia;Males;Tertiary education (levels 5-8);31.900000000000002;10.1;58.0;0
1310;From 35 to 44 years;Slovakia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);33.3;11.4;55.2;0
1314;From 35 to 44 years;Slovenia;Females;Less than primary, primary and lower secondary education (levels 0-2);11.1;37.1;51.800000000000004;0
1315;From 35 to 44 years;Slovenia;Females;Tertiary education (levels 5-8);25.5;12.2;62.4;0
1316;From 35 to 44 years;Slovenia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);15.1;27.2;57.7;0
1320;From 35 to 44 years;Slovenia;Males;Less than primary, primary and lower secondary education (levels 0-2);14.3;50.2;35.5;1
1321;From 35 to 44 years;Slovenia;Males;Tertiary education (levels 5-8);56.3;7.6;36.1;2
1322;From 35 to 44 years;Slovenia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.099999999999994;13.6;39.4;2
1326;From 35 to 44 years;Spain;Females;Less than primary, primary and lower secondary education (levels 0-2);19.0;43.9;37.0;1
1327;From 35 to 44 years;Spain;Females;Tertiary education (levels 5-8);30.0;26.4;43.599999999999994;0
1328;From 35 to 44 years;Spain;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);23.8;34.7;41.4;0
1332;From 35 to 44 years;Spain;Males;Less than primary, primary and lower secondary education (levels 0-2);47.7;23.6;28.8;2
1333;From 35 to 44 years;Spain;Males;Tertiary education (levels 5-8);55.6;13.7;30.7;2
1334;From 35 to 44 years;Spain;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);43.9;21.9;34.2;2
1338;From 35 to 44 years;Sweden;Females;Less than primary, primary and lower secondary education (levels 0-2);14.200000000000001;39.5;46.4;0
1339;From 35 to 44 years;Sweden;Females;Tertiary education (levels 5-8);47.5;7.5;45.0;2
1340;From 35 to 44 years;Sweden;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);30.1;13.1;56.7;0
1344;From 35 to 44 years;Sweden;Males;Less than primary, primary and lower secondary education (levels 0-2);46.4;20.6;33.0;2
1345;From 35 to 44 years;Sweden;Males;Tertiary education (levels 5-8);56.0;4.7;39.4;2
1346;From 35 to 44 years;Sweden;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);45.6;5.4;48.9;2
1350;From 35 to 44 years;Türkiye;Females;Less than primary, primary and lower secondary education (levels 0-2);0.3;97.1;2.6;1
1351;From 35 to 44 years;Türkiye;Females;Tertiary education (levels 5-8);2.5;73.7;23.8;1
1352;From 35 to 44 years;Türkiye;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);1.2;85.3;13.5;1
1356;From 35 to 44 years;Türkiye;Males;Less than primary, primary and lower secondary education (levels 0-2);7.7;73.3;19.1;1
1357;From 35 to 44 years;Türkiye;Males;Tertiary education (levels 5-8);6.300000000000001;68.8;24.9;1
1358;From 35 to 44 years;Türkiye;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);9.7;72.9;17.4;1
1362;From 35 to 44 years;United Kingdom;Females;Less than primary, primary and lower secondary education (levels 0-2);31.5;32.5;35.9;0
1363;From 35 to 44 years;United Kingdom;Females;Tertiary education (levels 5-8);55.4;12.8;31.8;2
1364;From 35 to 44 years;United Kingdom;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);44.8;16.8;38.400000000000006;2
1365;From 35 to 44 years;United Kingdom;Males;Less than primary, primary and lower secondary education (levels 0-2);46.9;19.3;33.8;2
1366;From 35 to 44 years;United Kingdom;Males;Tertiary education (levels 5-8);66.10000000000001;11.2;22.7;2
1367;From 35 to 44 years;United Kingdom;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.9;12.8;33.3;2
1368;From 45 to 54 years;Austria;Females;Less than primary, primary and lower secondary education (levels 0-2);13.0;39.9;47.0;0
1369;From 45 to 54 years;Austria;Females;Tertiary education (levels 5-8);39.4;11.3;49.3;0
1370;From 45 to 54 years;Austria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);29.1;15.6;55.300000000000004;0
1374;From 45 to 54 years;Austria;Males;Less than primary, primary and lower secondary education (levels 0-2);33.1;33.8;33.2;2
1375;From 45 to 54 years;Austria;Males;Tertiary education (levels 5-8);65.2;7.1;27.7;2
1376;From 45 to 54 years;Austria;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);53.3;12.4;34.3;2
1380;From 45 to 54 years;Belgium;Females;Less than primary, primary and lower secondary education (levels 0-2);26.7;24.0;49.3;0
1381;From 45 to 54 years;Belgium;Females;Tertiary education (levels 5-8);54.7;7.7;37.6;2
1382;From 45 to 54 years;Belgium;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);47.9;16.2;35.9;2
1386;From 45 to 54 years;Belgium;Males;Less than primary, primary and lower secondary education (levels 0-2);68.4;21.3;10.299999999999999;2
1387;From 45 to 54 years;Belgium;Males;Tertiary education (levels 5-8);72.19999999999999;3.2;24.5;2
1388;From 45 to 54 years;Belgium;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);63.199999999999996;7.6;29.2;2
1392;From 45 to 54 years;Bulgaria;Females;Less than primary, primary and lower secondary education (levels 0-2);14.0;58.4;27.6;1
1393;From 45 to 54 years;Bulgaria;Females;Tertiary education (levels 5-8);24.9;24.0;51.2;0
1394;From 45 to 54 years;Bulgaria;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);23.5;29.3;47.1;0
1398;From 45 to 54 years;Bulgaria;Males;Less than primary, primary and lower secondary education (levels 0-2);60.5;21.9;17.6;2
1399;From 45 to 54 years;Bulgaria;Males;Tertiary education (levels 5-8);50.1;6.3;43.6;2
1400;From 45 to 54 years;Bulgaria;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);62.5;9.3;28.1;2
1404;From 45 to 54 years;Croatia;Females;Less than primary, primary and lower secondary education (levels 0-2);7.3999999999999995;64.1;28.5;1
1405;From 45 to 54 years;Croatia;Females;Tertiary education (levels 5-8);20.4;41.5;38.1;1
1406;From 45 to 54 years;Croatia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);14.2;53.4;32.5;1
1410;From 45 to 54 years;Croatia;Males;Less than primary, primary and lower secondary education (levels 0-2);45.2;22.2;32.6;2
1411;From 45 to 54 years;Croatia;Males;Tertiary education (levels 5-8);39.3;24.5;36.2;2
1412;From 45 to 54 years;Croatia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);41.7;27.6;30.7;2
1416;From 45 to 54 years;Cyprus;Females;Less than primary, primary and lower secondary education (levels 0-2);1.9000000000000001;77.5;20.5;1
1417;From 45 to 54 years;Cyprus;Females;Tertiary education (levels 5-8);20.0;46.3;33.7;1
1418;From 45 to 54 years;Cyprus;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);10.200000000000001;60.1;29.700000000000003;1
1422;From 45 to 54 years;Cyprus;Males;Less than primary, primary and lower secondary education (levels 0-2);37.7;28.3;34.0;2
1423;From 45 to 54 years;Cyprus;Males;Tertiary education (levels 5-8);42.0;18.6;39.3;2
1424;From 45 to 54 years;Cyprus;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);45.4;17.0;37.5;2
1428;From 45 to 54 years;Czechia;Females;Less than primary, primary and lower secondary education (levels 0-2);13.2;41.6;45.1;1
1429;From 45 to 54 years;Czechia;Females;Tertiary education (levels 5-8);50.9;15.3;33.8;2
1430;From 45 to 54 years;Czechia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);30.200000000000003;10.0;59.900000000000006;0
1435;From 45 to 54 years;Czechia;Males;Tertiary education (levels 5-8);72.2;7.5;20.3;2
1436;From 45 to 54 years;Czechia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);70.5;7.0;22.4;2
1440;From 45 to 54 years;Denmark;Females;Less than primary, primary and lower secondary education (levels 0-2);37.0;21.7;41.3;0
1441;From 45 to 54 years;Denmark;Females;Tertiary education (levels 5-8);61.5;6.0;32.599999999999994;2
1442;From 45 to 54 years;Denmark;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);38.699999999999996;11.3;50.0;0
1446;From 45 to 54 years;Denmark;Males;Less than primary, primary and lower secondary education (levels 0-2);48.0;20.0;32.0;2
1447;From 45 to 54 years;Denmark;Males;Tertiary education (levels 5-8);70.4;1.6;28.0;2
1448;From 45 to 54 years;Denmark;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);66.5;3.7;29.799999999999997;2
1453;From 45 to 54 years;Estonia;Females;Tertiary education (levels 5-8);15.3;10.3;74.4;0
1454;From 45 to 54 years;Estonia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);10.4;18.6;71.0;0
1458;From 45 to 54 years;Estonia;Males;Less than primary, primary and lower secondary education (levels 0-2);24.5;20.8;54.8;0
1459;From 45 to 54 years;Estonia;Males;Tertiary education (levels 5-8);42.3;2.7;55.1;0
1460;From 45 to 54 years;Estonia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);36.0;10.0;54.0;0
1464;From 45 to 54 years;Finland;Females;Less than primary, primary and lower secondary education (levels 0-2);33.2;14.8;51.900000000000006;0
1465;From 45 to 54 years;Finland;Females;Tertiary education (levels 5-8);45.8;6.5;47.7;2
1466;From 45 to 54 years;Finland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);42.0;9.9;48.2;2
1467;From 45 to 54 years;Finland;Males;Less than primary, primary and lower secondary education (levels 0-2);38.2;14.4;47.3;0
1468;From 45 to 54 years;Finland;Males;Tertiary education (levels 5-8);62.3;4.6;33.1;2
1469;From 45 to 54 years;Finland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);57.0;8.1;34.9;2
1476;From 45 to 54 years;Germany;Females;Less than primary, primary and lower secondary education (levels 0-2);33.3;21.4;45.2;0
1477;From 45 to 54 years;Germany;Females;Tertiary education (levels 5-8);56.5;7.4;36.2;2
1478;From 45 to 54 years;Germany;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);42.6;8.7;48.7;2
1482;From 45 to 54 years;Germany;Males;Less than primary, primary and lower secondary education (levels 0-2);52.2;14.0;33.8;2
1483;From 45 to 54 years;Germany;Males;Tertiary education (levels 5-8);71.5;5.9;22.6;2
1484;From 45 to 54 years;Germany;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);62.099999999999994;9.2;28.7;2
1488;From 45 to 54 years;Greece;Females;Less than primary, primary and lower secondary education (levels 0-2);15.0;50.2;34.8;1
1489;From 45 to 54 years;Greece;Females;Tertiary education (levels 5-8);27.9;26.7;45.3;0
1490;From 45 to 54 years;Greece;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);19.6;34.2;46.2;0
1494;From 45 to 54 years;Greece;Males;Less than primary, primary and lower secondary education (levels 0-2);51.0;17.9;31.099999999999998;2
1495;From 45 to 54 years;Greece;Males;Tertiary education (levels 5-8);43.6;17.2;39.2;2
1496;From 45 to 54 years;Greece;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);39.0;20.3;40.7;2
1500;From 45 to 54 years;Hungary;Females;Less than primary, primary and lower secondary education (levels 0-2);5.0;42.3;52.7;0
1501;From 45 to 54 years;Hungary;Females;Tertiary education (levels 5-8);22.8;18.5;58.7;0
1502;From 45 to 54 years;Hungary;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);10.2;30.5;59.300000000000004;0
1506;From 45 to 54 years;Hungary;Males;Less than primary, primary and lower secondary education (levels 0-2);34.099999999999994;32.7;33.2;2
1507;From 45 to 54 years;Hungary;Males;Tertiary education (levels 5-8);36.5;11.6;51.9;0
1508;From 45 to 54 years;Hungary;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);41.4;16.3;42.3;2
1512;From 45 to 54 years;Iceland;Females;Less than primary, primary and lower secondary education (levels 0-2);11.7;19.0;69.3;0
1513;From 45 to 54 years;Iceland;Females;Tertiary education (levels 5-8);34.8;9.9;55.199999999999996;0
1514;From 45 to 54 years;Iceland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);13.0;9.6;77.4;0
1518;From 45 to 54 years;Iceland;Males;Less than primary, primary and lower secondary education (levels 0-2);17.8;19.4;62.7;0
1519;From 45 to 54 years;Iceland;Males;Tertiary education (levels 5-8);40.5;5.8;53.699999999999996;0
1520;From 45 to 54 years;Iceland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);28.9;8.1;63.1;0
1524;From 45 to 54 years;Ireland;Females;Less than primary, primary and lower secondary education (levels 0-2);32.0;29.7;38.400000000000006;0
1525;From 45 to 54 years;Ireland;Females;Tertiary education (levels 5-8);59.0;9.8;31.2;2
1526;From 45 to 54 years;Ireland;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);46.4;19.2;34.400000000000006;2
1530;From 45 to 54 years;Ireland;Males;Less than primary, primary and lower secondary education (levels 0-2);52.800000000000004;18.2;29.0;2
1531;From 45 to 54 years;Ireland;Males;Tertiary education (levels 5-8);63.7;7.0;29.299999999999997;2
1532;From 45 to 54 years;Ireland;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);55.400000000000006;14.1;30.4;2
1537;From 45 to 54 years;Latvia;Females;Tertiary education (levels 5-8);16.7;11.1;72.2;0
1538;From 45 to 54 years;Latvia;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);5.4;18.7;75.80000000000001;0
1542;From 45 to 54 years;Latvia;Males;Less than primary, primary and lower secondary education (levels 0-2);26.2;25.7;48.1;0
1543;From 45 to 54 years;Latvia;Males;Tertiary education (levels 5-8);33.4;7.2;59.4;0
1544;From 45 to 54 years;Latvia;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);24.599999999999998;13.3;62.099999999999994;0
1549;From 45 to 54 years;Lithuania;Females;Tertiary education (levels 5-8);9.3;11.9;78.80000000000001;0
1550;From 45 to 54 years;Lithuania;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);6.0;15.1;78.9;0
1555;From 45 to 54 years;Lithuania;Males;Tertiary education (levels 5-8);21.0;10.0;69.0;0
1556;From 45 to 54 years;Lithuania;Males;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);33.800000000000004;9.7;56.5;0
1560;From 45 to 54 years;Luxembourg;Females;Less than primary, primary and lower secondary education (levels 0-2);33.2;31.9;34.9;0
1561;From 45 to 54 years;Luxembourg;Females;Tertiary education (levels 5-8);60.300000000000004;14.3;25.299999999999997;2
1562;From 45 to 54 years;Luxembourg;Females;Upper secondary and post-secondary non-tertiary education (levels 3 and 4);49.2;18.7;32.1;2
